rent,rentsqm,area,rooms,yearc,bathextra,bathtile,cheating,district,location,upkitchen,wwater,district_full
603.340026855469,9.27999973297119,65,3,1970,0,1,1,Pas-Obmenz,normal,1,1,Pasing-Obermenzing
673.869995117188,8.97999954223633,75,3,1981,0,1,1,Pas-Obmenz,normal,0,1,Pasing-Obermenzing
594.400024414063,5.65999984741211,105,5,1970,1,1,1,Send-West,normal,0,1,Sendling-Westpark
554.72998046875,7.30000019073486,76,4,1975,0,1,1,Send-West,good,0,1,Sendling-Westpark
768.150024414063,8.4399995803833,91,4,1981,0,1,1,Laim,normal,1,1,Laim
664.690002441406,15.8299999237061,42,2,1957,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
764.5,9.5600004196167,80,4,2000,1,1,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
257.299987792969,4.94999980926514,52,2,1987,0,1,1,Schwanth,normal,0,1,Schwanthalerhöhe
1022.59997558594,12.7799997329712,80,3,1918,0,1,1,Lud-Isar,good,0,1,Ludwigsvorstadt-Isarvorstadt
1166.2749328613286,8.85999965667725,128,5,1995,0,1,1,Lud-Isar,good,0,1,Ludwigsvorstadt-Isarvorstadt
890.590026855469,10.8599996566772,82,3,1918,0,1,1,Lud-Isar,good,0,1,Ludwigsvorstadt-Isarvorstadt
327.230010986328,9.61999988555908,34,1,1918,0,1,1,Lud-Isar,normal,0,1,Ludwigsvorstadt-Isarvorstadt
392.049987792969,12.25,32,1,1966,0,1,1,Lud-Isar,good,0,1,Ludwigsvorstadt-Isarvorstadt
544.929992675781,8.78999996185303,62,2,1974,0,1,1,Mil-AmH,normal,1,1,Milbertshofen-Am Hart
583.75,5.17000007629395,113,4,1918,0,1,1,Schwab-Frei,good,0,1,Schwabing-Freimann
501.079986572266,6.8600001335144,73,3,1957,0,0,1,Send,good,0,1,Sendling
676.330017089844,7.76999998092651,87,3,1993,0,1,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
658.419982910156,7.75,85,4,1960,0,1,1,Send,normal,0,1,Sendling
747.219970703125,10.2399997711182,73,4,1998,0,1,1,Send,normal,1,1,Sendling
450.970001220703,13.6700000762939,33,1,1973,0,1,1,Send-West,normal,0,1,Sendling-Westpark
848.760009765625,9.43000030517578,90,4,1918,0,1,1,SchwWest,good,0,1,Schwabing-West
203.75,4.73999977111816,43,2,1957,0,1,0,Schwab-Frei,good,0,1,Schwabing-Freimann
1094.18005371094,12.1599998474121,90,3,1990,0,1,1,Schwab-Frei,normal,0,1,Schwabing-Freimann
521.52001953125,7.90000009536743,66,3,1969,1,1,1,Laim,normal,0,1,Laim
592.840026855469,11.8599996566772,50,2,1985,0,1,1,Mil-AmH,normal,0,1,Milbertshofen-Am Hart
271.109985351563,5.53000020980835,49,3,1960,0,1,1,Mil-AmH,normal,0,1,Milbertshofen-Am Hart
855.030029296875,11.710000038147,73,3,1972,1,1,1,SchwWest,good,0,1,Schwabing-West
272.959991455078,4.1399998664856,66,3,1966,0,0,1,Mil-AmH,normal,0,1,Milbertshofen-Am Hart
602.690002441406,8.85999965667725,68,3,1980,0,1,1,SchwWest,normal,0,1,Schwabing-West
700.469970703125,10.0100002288818,70,2,1998,0,1,1,Laim,good,0,1,Laim
486.059997558594,5.8600001335144,83,4,1966,0,1,1,Bogenh,normal,0,1,Bogenhausen
777.190002441406,8.18000030517578,95,3,1966,0,1,1,Bogenh,normal,1,1,Bogenhausen
603.330017089844,8.61999988555908,70,3,1967,0,1,1,Bogenh,normal,0,1,Bogenhausen
448.420013427734,6.05999994277954,74,3,1995,0,1,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
509.279998779297,7.07000017166138,72,3,1973,0,1,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
789.960021972656,10.6800003051758,74,2,1983,1,1,1,Ram-Per,good,0,1,Ramersdorf-Perlach
390.260009765625,6.5,60,2,1988,0,1,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
956.130004882813,9.10999965667725,105,4,1966,0,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
769.760009765625,12.2200002670288,63,3,1966,0,1,1,Mil-AmH,normal,0,1,Milbertshofen-Am Hart
753.289978027344,10.9200000762939,69,3,1983,0,1,1,Maxvor,good,0,1,Maxvorstadt
664.690002441406,8.52000045776367,78,3,1972,0,1,1,Maxvor,good,0,1,Maxvorstadt
923.669982910156,11,84,3,1918,0,1,1,Maxvor,good,0,1,Maxvorstadt
556.890014648438,6.78999996185303,82,3,1957,0,1,1,Maxvor,good,0,1,Maxvorstadt
1166.2749328613286,9.89000034332275,125,5,1918,0,1,1,Au-Haid,good,0,1,Au-Haidhausen
284.920013427734,4.67000007629395,61,2,1924,0,1,1,Au-Haid,normal,0,1,Au-Haidhausen
974.840026855469,9.10999965667725,107,3,1918,0,1,1,Au-Haid,good,0,1,Au-Haidhausen
506.179992675781,9.19999980926514,55,2,1960,0,1,1,Au-Haid,good,0,1,Au-Haidhausen
882.239990234375,8.90999984741211,99,3,1983,0,1,1,Au-Haid,good,0,1,Au-Haidhausen
461.809997558594,5.13000011444092,90,4,1948,1,1,0,Feld-Has,normal,0,0,Feldmoching-Hasenbergl
516.77001953125,4.53000020980835,114,5,1969,0,0,1,Moos,normal,0,1,Moosach
572.659973144531,11.6899995803833,49,2,1966,0,1,1,Moos,normal,0,1,Moosach
654.969970703125,8.85000038146973,74,3,1987,0,1,1,Moos,normal,0,1,Moosach
594.539978027344,10.0799999237061,59,2,2000,0,1,1,Feld-Has,normal,1,1,Feldmoching-Hasenbergl
425.359985351563,9.25,46,2,1972,0,1,1,Moos,normal,0,1,Moosach
505.380004882813,9.35999965667725,54,2,1918,0,1,0,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
653.440002441406,10.210000038147,64,2,1918,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
814.559997558594,10.1800003051758,80,2,1918,1,0,0,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
282.769989013672,5.34000015258789,53,2,1918,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
471.660003662109,7.6100001335144,62,3,1960,0,1,1,Obgies,normal,0,1,Obergiesing
511.440002441406,7.01000022888184,73,3,1989,0,1,1,Obgies,normal,0,1,Obergiesing
593.109985351563,8.60000038146973,69,3,1957,0,1,1,Obgies,normal,0,1,Obergiesing
378.369995117188,7.42000007629395,51,2,1948,0,1,1,Obgies,normal,0,1,Obergiesing
1073.72998046875,10.7399997711182,100,5,1977,0,1,1,Obgies,normal,0,1,Obergiesing
283.899993896484,11.3599996566772,25,1,1948,0,1,1,SchwWest,good,0,1,Schwabing-West
710.940002441406,9.10999965667725,78,3,1972,0,1,1,Mil-AmH,normal,0,1,Milbertshofen-Am Hart
408.890014648438,8.69999980926514,47,1,1983,0,1,1,SchwWest,normal,0,1,Schwabing-West
864.099975585938,10.0500001907349,86,3,1966,0,1,1,Au-Lo-La,normal,0,1,Aubing-Lochhausen-Langwied
363.350006103516,11.0100002288818,33,1,1970,0,1,1,Pas-Obmenz,normal,0,1,Pasing-Obermenzing
619.690002441406,5.15999984741211,120,4,1918,0,0,1,Pas-Obmenz,normal,0,1,Pasing-Obermenzing
862.570007324219,7.84000015258789,110,5,1918,1,1,1,Pas-Obmenz,normal,0,1,Pasing-Obermenzing
499.230010986328,6.65999984741211,75,3,1969,0,1,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
938.609985351563,11.4499998092651,82,3,1967,1,1,1,Th-Ob-Fo-Fu-So,top,1,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
611.960021972656,11.1300001144409,55,2,1972,0,1,1,Lud-Isar,normal,0,1,Ludwigsvorstadt-Isarvorstadt
826.909973144531,8.27000045776367,100,3,1918,0,0,1,Schwanth,normal,0,1,Schwanthalerhöhe
442.899993896484,7.38000011444092,60,2,1966,0,1,1,Moos,normal,0,1,Moosach
877,11.3900003433228,77,3,1971,0,0,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
238.619995117188,2.4300000667572,98,3,1918,0,1,0,Neuh-Nymp,normal,0,1,Neuhausen-Nymphenburg
983.169982910156,9.35999965667725,105,4,1948,1,1,1,Neuh-Nymp,good,1,1,Neuhausen-Nymphenburg
107.73999786377,2.63000011444092,41,1,1939,0,0,1,Neuh-Nymp,normal,0,1,Neuhausen-Nymphenburg
819.130004882813,9.10000038146973,90,3,1985,1,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
417.470001220703,5.09000015258789,82,4,1960,0,0,1,Neuh-Nymp,normal,0,1,Neuhausen-Nymphenburg
1095.48999023438,10.9499998092651,100,3,1978,0,1,1,SchwWest,normal,1,1,Schwabing-West
735.52001953125,10.9799995422363,67,2,1918,0,1,1,Maxvor,good,1,1,Maxvorstadt
710.239990234375,12.460000038147,57,2,1991,1,1,1,Trud-Rie,normal,0,1,Trud-Rie
632.469970703125,12.1599998474121,52,2,1972,0,1,1,Send,normal,0,1,Sendling
870,9.0600004196167,96,3,1918,0,1,1,Send,normal,0,1,Sendling
495.839996337891,7.86999988555908,63,2,1970,0,0,1,Send-West,normal,0,1,Sendling-Westpark
268.359985351563,7.8899998664856,34,1,1957,0,1,0,Send,normal,0,1,Sendling
637.849975585938,7.78000020980835,82,3,1987,0,1,1,Schwanth,normal,0,1,Schwanthalerhöhe
894.780029296875,11.4700002670288,78,3,1918,1,1,1,Au-Haid,good,1,1,Au-Haidhausen
444.829986572266,11.1199998855591,40,2,1918,0,1,1,Lud-Isar,normal,0,1,Ludwigsvorstadt-Isarvorstadt
587.989990234375,9.47999954223633,62,2,1918,0,1,1,Lud-Isar,normal,0,1,Ludwigsvorstadt-Isarvorstadt
485.730010986328,9.90999984741211,49,2,1918,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
766.950012207031,10.6499996185303,72,3,1990,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
720.929992675781,10.4499998092651,69,3,1918,0,1,1,Neuh-Nymp,normal,0,1,Neuhausen-Nymphenburg
652.039978027344,8.47000026702881,77,3,1971,0,1,1,Neuh-Nymp,normal,0,1,Neuhausen-Nymphenburg
536.859985351563,9.76000022888184,55,2,1973,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
332.600006103516,8.31999969482422,40,2,1972,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
584.599975585938,9.13000011444092,64,2,1972,0,1,1,Neuh-Nymp,normal,0,1,Neuhausen-Nymphenburg
1166.2749328613286,10.7600002288818,125,6,1993,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
442.459991455078,4.21000003814697,105,4,1998,0,1,1,Ram-Per,good,0,1,Ramersdorf-Perlach
602.599975585938,10.960000038147,55,2,1989,0,1,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
562.429992675781,11.25,50,2,1987,1,1,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
384,7.1100001335144,54,2,1975,0,1,1,BamLaim,normal,0,1,Berg am Laim
334,5.30000019073486,63,4,1966,0,1,1,BamLaim,normal,0,1,Berg am Laim
239.440002441406,4.78999996185303,50,2,1966,1,1,1,BamLaim,normal,0,1,Berg am Laim
910.109985351563,9.47999954223633,96,4,1918,1,1,1,Lud-Isar,good,0,1,Ludwigsvorstadt-Isarvorstadt
541.869995117188,16.9300003051758,32,1,1918,0,1,1,Alt-Le,good,0,1,Altstadt-Lehel
372.339996337891,4.1399998664856,90,3,1924,0,1,1,Au-Haid,normal,0,1,Au-Haidhausen
841.080017089844,9.03999996185303,93,3,1918,0,1,1,Au-Haid,normal,0,1,Au-Haidhausen
261.529998779297,5.55999994277954,47,1,1948,1,0,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
640.140014648438,8.42000007629395,76,2,1981,1,1,1,Pas-Obmenz,normal,0,1,Pasing-Obermenzing
688.309997558594,10.5900001525879,65,2,1983,0,1,1,Pas-Obmenz,normal,0,1,Pasing-Obermenzing
1166.2749328613286,18.2600002288818,98,3,1994,1,1,1,Pas-Obmenz,top,1,1,Pasing-Obermenzing
311.869995117188,5.38000011444092,58,3,1960,0,0,0,Mil-AmH,normal,0,0,Milbertshofen-Am Hart
263.209991455078,4.1100001335144,64,2,1939,0,0,0,Maxvor,good,0,0,Maxvorstadt
345.230010986328,10.1499996185303,34,2,1960,0,1,1,SchwWest,normal,0,1,Schwabing-West
487.890014648438,8.13000011444092,60,2,1957,0,1,1,Maxvor,good,0,1,Maxvorstadt
479.869995117188,5.84999990463257,82,3,1918,0,1,1,SchwWest,normal,0,1,Schwabing-West
1089.39001464844,9.8100004196167,111,4,1957,0,1,1,SchwWest,good,0,1,Schwabing-West
484.040008544922,9.68000030517578,50,2,1987,0,1,1,Maxvor,good,0,1,Maxvorstadt
619.97998046875,11.4799995422363,54,2,1980,0,1,1,Maxvor,normal,0,1,Maxvorstadt
1166.2749328613286,11.5900001525879,105,4,1974,1,1,1,Ugies-Har,top,1,1,Untergiesing-Harlaching
551.640014648438,5.15999984741211,107,5,1918,0,0,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
81.2799987792969,1.88999998569489,43,2,1918,0,1,0,Send,normal,0,1,Sendling
344.239990234375,2.86999988555908,120,3,1918,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
674.260009765625,7.65999984741211,88,4,1983,1,1,1,Laim,normal,0,1,Laim
170.039993286133,2.5,68,3,1918,0,1,0,Neuh-Nymp,good,0,0,Neuhausen-Nymphenburg
591.559997558594,7.98999977111816,74,3,1966,0,1,1,Laim,normal,0,1,Laim
171.610000610352,5.05000019073486,34,1,1966,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
840.219970703125,9.02999973297119,93,4,1957,0,1,1,Lud-Isar,normal,0,1,Ludwigsvorstadt-Isarvorstadt
390.440002441406,9.76000022888184,40,2,1975,0,1,1,Maxvor,good,0,1,Maxvorstadt
683.739990234375,7.94999980926514,86,3,1972,0,1,1,Th-Ob-Fo-Fu-So,top,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
778.340026855469,8.1899995803833,95,3,1960,0,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
370.709991455078,6.73999977111816,55,3,1960,0,1,1,Au-Haid,normal,0,1,Au-Haidhausen
447.829986572266,4.3899998664856,102,3,1918,0,1,0,Ram-Per,normal,0,1,Ramersdorf-Perlach
286.950012207031,7.17000007629395,40,1,1948,0,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
359.170013427734,5.21000003814697,69,3,1960,0,0,0,Au-Haid,good,0,0,Au-Haidhausen
442.290008544922,5.32999992370605,83,3,1966,0,0,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
77.3099975585938,1.79999995231628,43,2,1948,0,1,1,Th-Ob-Fo-Fu-So,normal,0,0,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
257.179992675781,8.30000019073486,31,1,1948,0,0,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
635.940002441406,7.94999980926514,80,3,1982,0,1,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
533.659973144531,5.73999977111816,93,4,1957,0,1,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
240.309997558594,9.23999977111816,26,1,1957,0,1,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
424.380004882813,5.51000022888184,77,3,1960,0,1,1,Laim,normal,0,1,Laim
260.410003662109,6.05999994277954,43,2,1957,0,0,1,Laim,normal,0,1,Laim
249.100006103516,4.69999980926514,53,2,1957,0,0,1,Laim,good,0,1,Laim
426.609985351563,5.92999982833862,72,3,1948,0,1,1,Laim,normal,0,1,Laim
287.359985351563,4.94999980926514,58,3,1957,0,0,0,Laim,normal,0,1,Laim
624.299987792969,9.18000030517578,68,2,1993,0,1,1,Laim,normal,0,1,Laim
352.790008544922,7.67000007629395,46,2,1918,0,1,0,Send,normal,0,1,Sendling
595.659973144531,8.05000019073486,74,3,1957,0,0,1,Maxvor,good,0,1,Maxvorstadt
355.589996337891,6.96999979019165,51,2,1993,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
432.869995117188,6.26999998092651,69,3,1948,0,1,1,Neuh-Nymp,normal,0,1,Neuhausen-Nymphenburg
321.769989013672,7.30999994277954,44,1,1957,0,0,1,Lud-Isar,normal,0,1,Ludwigsvorstadt-Isarvorstadt
377.25,5.23999977111816,72,3,1957,0,1,0,Maxvor,good,0,0,Maxvorstadt
288.880004882813,3.70000004768372,78,3,1966,0,1,1,Maxvor,normal,0,1,Maxvorstadt
994.289978027344,11.6999998092651,85,4,1957,0,1,1,Maxvor,good,0,1,Maxvorstadt
945.909973144531,9.01000022888184,105,4,1966,0,1,1,Lud-Isar,good,0,1,Ludwigsvorstadt-Isarvorstadt
383.359985351563,4.61999988555908,83,3,1918,0,1,0,Lud-Isar,normal,0,1,Ludwigsvorstadt-Isarvorstadt
587.989990234375,12.5100002288818,47,2,1994,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
995,10.4700002670288,95,3,1918,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
640,11.0299997329712,58,2,1960,0,1,1,Neuh-Nymp,normal,1,1,Neuhausen-Nymphenburg
732.869995117188,8.72000026702881,84,4,1957,0,1,1,Neuh-Nymp,normal,0,1,Neuhausen-Nymphenburg
516.049987792969,6.44999980926514,80,3,1957,0,1,1,Neuh-Nymp,normal,0,1,Neuhausen-Nymphenburg
647.809997558594,8.19999980926514,79,3,1948,0,1,1,SchwWest,good,0,1,Schwabing-West
610.77001953125,5.17999982833862,118,4,1918,0,1,0,SchwWest,good,0,0,Schwabing-West
281.209991455078,10.039999961853,28,1,1968,0,1,1,Ugies-Har,good,0,1,Untergiesing-Harlaching
1073.72998046875,11.3000001907349,95,3,1986,0,1,1,Ugies-Har,top,0,1,Untergiesing-Harlaching
537.440002441406,10.1400003433228,53,2,1918,0,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
367.779998779297,4.84000015258789,76,3,1948,0,1,1,Obgies,normal,0,1,Obergiesing
250.089996337891,4.30999994277954,58,2,1966,0,1,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
404.720001220703,5.61999988555908,72,3,1957,0,1,1,Obgies,normal,0,1,Obergiesing
445.130004882813,6.3600001335144,70,3,1966,0,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
564.27001953125,7.05000019073486,80,3,1976,0,1,1,Ugies-Har,top,0,1,Untergiesing-Harlaching
562.429992675781,9.86999988555908,57,2,1948,0,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
613.330017089844,9.89000034332275,62,2,1972,0,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
542.859985351563,9.19999980926514,59,2,1957,0,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
1165.75,11.539999961853,101,5,1960,0,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
320.070007324219,9.14000034332275,35,1,1966,0,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
824.210021972656,10.3000001907349,80,3,1918,0,1,1,Au-Haid,good,0,1,Au-Haidhausen
307.679992675781,4.26999998092651,72,3,1918,0,1,0,Au-Haid,good,0,0,Au-Haidhausen
498.790008544922,6.82999992370605,73,3,1960,0,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
357.910003662109,11.1800003051758,32,1,1975,0,1,1,Au-Haid,normal,0,1,Au-Haidhausen
1053.25,17.2700004577637,61,2,1997,0,1,1,Ugies-Har,normal,1,1,Untergiesing-Harlaching
761.940002441406,8.36999988555908,91,4,1968,1,1,1,Ugies-Har,good,0,1,Untergiesing-Harlaching
460.170013427734,9.78999996185303,47,1,1996,0,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
368.589996337891,7.09000015258789,52,2,2000,0,1,1,Ugies-Har,good,0,1,Untergiesing-Harlaching
417.339996337891,8.02999973297119,52,2,1939,0,1,1,Ugies-Har,good,0,1,Untergiesing-Harlaching
584.25,8.35000038146973,70,2,1918,1,1,1,Au-Haid,normal,0,1,Au-Haidhausen
532.309997558594,10.6499996185303,50,2,1957,0,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
733.599975585938,6.67000007629395,110,4,1918,1,1,0,Ugies-Har,normal,1,1,Untergiesing-Harlaching
745.619995117188,11.8400001525879,63,2,1918,0,1,1,Alt-Le,good,0,1,Altstadt-Lehel
483.690002441406,10.0799999237061,48,1,1948,0,1,1,Maxvor,good,0,1,Maxvorstadt
574.25,8.31999969482422,69,3,1966,0,1,1,BamLaim,normal,0,1,Berg am Laim
746.320007324219,9.10000038146973,82,3,1918,0,0,1,Lud-Isar,good,0,1,Ludwigsvorstadt-Isarvorstadt
480.880004882813,6.09000015258789,79,3,1948,0,1,1,Lud-Isar,good,0,1,Ludwigsvorstadt-Isarvorstadt
402.910003662109,4.03000020980835,100,4,1918,0,1,1,Lud-Isar,good,0,1,Ludwigsvorstadt-Isarvorstadt
640.390014648438,6.73999977111816,95,3,1918,0,1,0,Lud-Isar,normal,0,1,Ludwigsvorstadt-Isarvorstadt
458.029998779297,5.32999992370605,86,4,1972,0,0,1,Mil-AmH,normal,1,1,Milbertshofen-Am Hart
283.359985351563,7.65999984741211,37,1,1969,0,0,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
483.160003662109,6.90000009536743,70,3,1971,0,0,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
457.200012207031,9.9399995803833,46,1,1971,0,1,1,Th-Ob-Fo-Fu-So,good,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
637.950012207031,7.01000022888184,91,4,1969,0,0,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
634.760009765625,8.14000034332275,78,3,1987,0,1,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
749.049987792969,8.22999954223633,91,3,1972,0,1,1,Send-West,normal,0,1,Sendling-Westpark
741.390014648438,7.8899998664856,94,4,1966,0,1,1,Send-West,normal,0,1,Sendling-Westpark
434.239990234375,7.23999977111816,60,3,1966,0,0,1,Send,normal,0,1,Sendling
573.369995117188,6.67000007629395,86,4,1970,0,1,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
659.580017089844,7.76000022888184,85,4,1969,0,1,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
422.299987792969,6.11999988555908,69,3,1973,0,1,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
379.290008544922,7.28999996185303,52,2,1973,0,1,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
441.410003662109,4.65000009536743,95,3,1957,0,1,1,Schwanth,normal,0,1,Schwanthalerhöhe
805.330017089844,7.73999977111816,104,3,1983,1,1,1,Au-Lo-La,normal,1,1,Aubing-Lochhausen-Langwied
680.030029296875,9.4399995803833,72,2,1918,0,1,1,SchwWest,good,0,0,Schwabing-West
677.460021972656,9.40999984741211,72,2,1990,0,1,1,SchwWest,good,0,1,Schwabing-West
1012.85998535156,11.9200000762939,85,3,1957,0,1,1,SchwWest,good,0,1,Schwabing-West
605.309997558594,7.11999988555908,85,3,1957,0,1,1,SchwWest,good,0,1,Schwabing-West
689.200012207031,6.69000005722046,103,4,1918,0,1,1,SchwWest,good,0,1,Schwabing-West
613.559997558594,9.89999961853027,62,3,1957,0,1,0,SchwWest,good,0,1,Schwabing-West
628.289978027344,8.38000011444092,75,3,1948,0,1,1,SchwWest,good,0,1,Schwabing-West
482.959991455078,8.77999973297119,55,2,1957,0,1,0,Maxvor,good,0,1,Maxvorstadt
843.650024414063,11.25,75,3,1918,0,1,1,Lud-Isar,normal,0,1,Ludwigsvorstadt-Isarvorstadt
488.079986572266,8.42000007629395,58,2,1966,0,1,1,Maxvor,good,0,1,Maxvorstadt
267.480010986328,7.42999982833862,36,1,1957,0,1,1,Neuh-Nymp,normal,0,1,Neuhausen-Nymphenburg
366.549987792969,4.69999980926514,78,3,1924,0,1,0,Laim,normal,0,1,Laim
818.080017089844,10.1000003814697,81,3,1918,1,1,1,Lud-Isar,good,0,1,Ludwigsvorstadt-Isarvorstadt
383.470001220703,8.72000026702881,44,1,1918,0,1,1,Neuh-Nymp,normal,0,1,Neuhausen-Nymphenburg
460,6.48000001907349,71,3,1918,0,1,0,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
244.5,12.2299995422363,20,1,1918,0,0,0,Neuh-Nymp,normal,0,1,Neuhausen-Nymphenburg
393.700012207031,8.94999980926514,44,1,1939,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
818.070007324219,8.18000030517578,100,4,1924,1,1,1,Moos,normal,0,1,Moosach
649.359985351563,8.11999988555908,80,3,1918,0,0,1,Neuh-Nymp,normal,0,1,Neuhausen-Nymphenburg
971.469970703125,12.1400003433228,80,3,1988,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
463.399993896484,11.5900001525879,40,2,1918,0,1,0,Au-Haid,good,0,1,Au-Haidhausen
541.799987792969,8.09000015258789,67,3,1918,0,1,1,Au-Haid,good,0,1,Au-Haidhausen
698.140014648438,6.84000015258789,102,3,1918,0,1,1,Au-Haid,good,0,1,Au-Haidhausen
574.619995117188,9.57999992370605,60,2,1972,0,1,1,Obgies,normal,0,1,Obergiesing
716,8.84000015258789,81,3,1960,0,1,1,SchwWest,good,0,1,Schwabing-West
299.619995117188,7.48999977111816,40,2,1948,0,1,1,Mil-AmH,normal,0,1,Milbertshofen-Am Hart
501.070007324219,9.64000034332275,52,2,1948,0,1,1,Schwab-Frei,normal,0,1,Schwabing-Freimann
676.679992675781,7.19999980926514,94,4,1918,0,1,1,Au-Haid,good,0,1,Au-Haidhausen
642.880004882813,11.6899995803833,55,1,1960,0,1,1,Bogenh,good,0,1,Bogenhausen
579.280029296875,9.1899995803833,63,2,1991,0,1,1,Bogenh,normal,0,1,Bogenhausen
498.5,7.67000007629395,65,3,1918,0,1,1,Obgies,normal,0,1,Obergiesing
420.5,7.01000022888184,60,2,1918,0,0,1,Obgies,normal,0,1,Obergiesing
329.010009765625,6.44999980926514,51,2,1966,0,1,1,All-Umenz,normal,0,1,Allach-Untermenzing
169.740005493164,3.20000004768372,53,2,1960,0,0,1,Moos,normal,0,1,Moosach
324.720001220703,5.80000019073486,56,2,1948,0,1,1,All-Umenz,normal,0,1,Allach-Untermenzing
489.779998779297,8.15999984741211,60,2,1948,0,1,1,Pas-Obmenz,good,0,1,Pasing-Obermenzing
676.460021972656,7.86999988555908,86,4,1968,0,0,1,Send,normal,0,1,Sendling
568.97998046875,10.9399995803833,52,2,1987,0,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
408.019989013672,6.80000019073486,60,2,1966,0,1,1,Obgies,normal,0,1,Obergiesing
336.290008544922,7.01000022888184,48,1,1970,0,1,1,Obgies,normal,0,1,Obergiesing
806.789978027344,8.77000045776367,92,4,1960,0,1,1,Obgies,normal,0,1,Obergiesing
623.02001953125,7.51000022888184,83,3,1973,0,1,1,Ram-Per,normal,1,1,Ramersdorf-Perlach
