rent,rentsqm,area,rooms,yearc,bathextra,bathtile,cheating,district,location,upkitchen,wwater
372.34,4.14,90,3,1924,no,yes,yes,Au-Haid,normal,no,yes
841.08,9.04,93,3,1918,no,yes,yes,Au-Haid,normal,no,yes
261.53,5.56,47,1,1948,yes,no,yes,Ram-Per,normal,no,yes
640.14,8.42,76,2,1981,yes,yes,yes,Pas-Obmenz,normal,no,yes
688.31,10.59,65,2,1983,no,yes,yes,Pas-Obmenz,normal,no,yes
1789.55,18.26,98,3,1994,yes,yes,yes,Pas-Obmenz,top,yes,yes
311.87,5.38,58,3,1960,no,no,no,Mil-AmH,normal,no,no
263.21,4.11,64,2,1939,no,no,no,Maxvor,good,no,no
345.23,10.15,34,2,1960,no,yes,yes,SchwWest,normal,no,yes
487.89,8.13,60,2,1957,no,yes,yes,Maxvor,good,no,yes
479.87,5.85,82,3,1918,no,yes,yes,SchwWest,normal,no,yes
1089.39,9.81,111,4,1957,no,yes,yes,SchwWest,good,no,yes
484.04,9.68,50,2,1987,no,yes,yes,Maxvor,good,no,yes
619.98,11.48,54,2,1980,no,yes,yes,Maxvor,normal,no,yes
1216.99,11.59,105,4,1974,yes,yes,yes,Ugies-Har,top,yes,yes
551.64,5.16,107,5,1918,no,no,yes,Neuh-Nymp,good,no,yes
81.28,1.89,43,2,1918,no,yes,no,Send,normal,no,yes
344.24,2.87,120,3,1918,no,yes,yes,Neuh-Nymp,good,no,yes
674.26,7.66,88,4,1983,yes,yes,yes,Laim,normal,no,yes
170.04,2.5,68,3,1918,no,yes,no,Neuh-Nymp,good,no,no
591.56,7.99,74,3,1966,no,yes,yes,Laim,normal,no,yes
171.61,5.05,34,1,1966,no,yes,yes,Neuh-Nymp,good,no,yes
840.22,9.03,93,4,1957,no,yes,yes,Lud-Isar,normal,no,yes
390.44,9.76,40,2,1975,no,yes,yes,Maxvor,good,no,yes
683.74,7.95,86,3,1972,no,yes,yes,Th-Ob-Fo-Fu-So,top,no,yes
778.34,8.19,95,3,1960,no,yes,yes,Ugies-Har,normal,no,yes
370.71,6.74,55,3,1960,no,yes,yes,Au-Haid,normal,no,yes
447.83,4.39,102,3,1918,no,yes,no,Ram-Per,normal,no,yes
286.95,7.17,40,1,1948,no,yes,yes,Ugies-Har,normal,no,yes
359.17,5.21,69,3,1960,no,no,no,Au-Haid,good,no,no
442.29,5.33,83,3,1966,no,no,yes,Ugies-Har,normal,no,yes
77.31,1.8,43,2,1948,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,no
257.18,8.3,31,1,1948,no,no,yes,Th-Ob-Fo-Fu-So,normal,no,yes
635.94,7.95,80,3,1982,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
533.66,5.74,93,4,1957,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
240.31,9.24,26,1,1957,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
424.38,5.51,77,3,1960,no,yes,yes,Laim,normal,no,yes
260.41,6.06,43,2,1957,no,no,yes,Laim,normal,no,yes
249.1,4.7,53,2,1957,no,no,yes,Laim,good,no,yes
426.61,5.93,72,3,1948,no,yes,yes,Laim,normal,no,yes
287.36,4.95,58,3,1957,no,no,no,Laim,normal,no,yes
624.3,9.18,68,2,1993,no,yes,yes,Laim,normal,no,yes
352.79,7.67,46,2,1918,no,yes,no,Send,normal,no,yes
595.66,8.05,74,3,1957.5,no,no,yes,Maxvor,good,no,yes
355.59,6.97,51,2,1993,no,yes,yes,Neuh-Nymp,good,no,yes
432.87,6.27,69,3,1948,no,yes,yes,Neuh-Nymp,normal,no,yes
321.77,7.31,44,1,1957,no,no,yes,Lud-Isar,normal,no,yes
377.25,5.24,72,3,1957,no,yes,no,Maxvor,good,no,no
288.88,3.7,78,3,1966,no,yes,yes,Maxvor,normal,no,yes
994.29,11.7,85,4,1957.5,no,yes,yes,Maxvor,good,no,yes
945.91,9.01,105,4,1966,no,yes,yes,Lud-Isar,good,no,yes
383.36,4.62,83,3,1918,no,yes,no,Lud-Isar,normal,no,yes
587.99,12.51,47,2,1994,no,yes,yes,Neuh-Nymp,good,no,yes
995,10.47,95,3,1918,no,yes,yes,Neuh-Nymp,good,no,yes
640,11.03,58,2,1960,no,yes,yes,Neuh-Nymp,normal,yes,yes
732.87,8.72,84,4,1957.5,no,yes,yes,Neuh-Nymp,normal,no,yes
516.05,6.45,80,3,1957.5,no,yes,yes,Neuh-Nymp,normal,no,yes
647.81,8.2,79,3,1948,no,yes,yes,SchwWest,good,no,yes
610.77,5.18,118,4,1918,no,yes,no,SchwWest,good,no,no
281.21,10.04,28,1,1968,no,yes,yes,Ugies-Har,good,no,yes
1073.73,11.3,95,3,1986,no,yes,yes,Ugies-Har,top,no,yes
537.44,10.14,53,2,1918,no,yes,yes,Ugies-Har,normal,no,yes
367.78,4.84,76,3,1948,no,yes,yes,Obgies,normal,no,yes
250.09,4.31,58,2,1966,no,yes,yes,Ram-Per,normal,no,yes
404.72,5.62,72,3,1957.5,no,yes,yes,Obgies,normal,no,yes
445.13,6.36,70,3,1966,no,yes,yes,Ugies-Har,normal,no,yes
564.27,7.05,80,3,1976,no,yes,yes,Ugies-Har,top,no,yes
562.43,9.87,57,2,1948,no,yes,yes,Ugies-Har,normal,no,yes
613.33,9.89,62,2,1972,no,yes,yes,Ugies-Har,normal,no,yes
542.86,9.2,59,2,1957,no,yes,yes,Ugies-Har,normal,no,yes
1165.75,11.54,101,5,1960,no,yes,yes,Ugies-Har,normal,no,yes
320.07,9.14,35,1,1966,no,yes,yes,Ugies-Har,normal,no,yes
824.21,10.3,80,3,1918,no,yes,yes,Au-Haid,good,no,yes
307.68,4.27,72,3,1918,no,yes,no,Au-Haid,good,no,no
498.79,6.83,73,3,1960,no,yes,yes,Ugies-Har,normal,no,yes
357.91,11.18,32,1,1975,no,yes,yes,Au-Haid,normal,no,yes
1053.25,17.27,61,2,1997,no,yes,yes,Ugies-Har,normal,yes,yes
761.94,8.37,91,4,1968,yes,yes,yes,Ugies-Har,good,no,yes
460.17,9.79,47,1,1996,no,yes,yes,Ugies-Har,normal,no,yes
368.59,7.09,52,2,2000,no,yes,yes,Ugies-Har,good,no,yes
417.34,8.03,52,2,1939,no,yes,yes,Ugies-Har,good,no,yes
584.25,8.35,70,2,1918,yes,yes,yes,Au-Haid,normal,no,yes
532.31,10.65,50,2,1957,no,yes,yes,Ugies-Har,normal,no,yes
733.6,6.67,110,4,1918,yes,yes,no,Ugies-Har,normal,yes,yes
745.62,11.84,63,2,1918,no,yes,yes,Alt-Le,good,no,yes
483.69,10.08,48,1,1948,no,yes,yes,Maxvor,good,no,yes
574.25,8.32,69,3,1966,no,yes,yes,BamLaim,normal,no,yes
746.32,9.1,82,3,1918,no,no,yes,Lud-Isar,good,no,yes
480.88,6.09,79,3,1948,no,yes,yes,Lud-Isar,good,no,yes
402.91,4.03,100,4,1918,no,yes,yes,Lud-Isar,good,no,yes
640.39,6.74,95,3,1918,no,yes,no,Lud-Isar,normal,no,yes
458.03,5.33,86,4,1972,no,no,yes,Mil-AmH,normal,yes,yes
283.36,7.66,37,1,1969,no,no,yes,Th-Ob-Fo-Fu-So,normal,no,yes
483.16,6.9,70,3,1971,no,no,yes,Th-Ob-Fo-Fu-So,normal,no,yes
457.2,9.94,46,1,1971,no,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
637.95,7.01,91,4,1969,no,no,yes,Th-Ob-Fo-Fu-So,normal,no,yes
634.76,8.14,78,3,1987,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
749.05,8.23,91,3,1972,no,yes,yes,Send-West,normal,no,yes
741.39,7.89,94,4,1966,no,yes,yes,Send-West,normal,no,yes
434.24,7.24,60,3,1966,no,no,yes,Send,normal,no,yes
573.37,6.67,86,4,1970,no,yes,yes,Ram-Per,normal,no,yes
659.58,7.76,85,4,1969,no,yes,yes,Ram-Per,normal,no,yes
422.3,6.12,69,3,1973,no,yes,yes,Ram-Per,normal,no,yes
379.29,7.29,52,2,1973,no,yes,yes,Ram-Per,normal,no,yes
441.41,4.65,95,3,1957.5,no,yes,yes,Schwanth,normal,no,yes
805.33,7.74,104,3,1983,yes,yes,yes,Au-Lo-La,normal,yes,yes
680.03,9.44,72,2,1918,no,yes,yes,SchwWest,good,no,no
677.46,9.41,72,2,1990,no,yes,yes,SchwWest,good,no,yes
1012.86,11.92,85,3,1957,no,yes,yes,SchwWest,good,no,yes
605.31,7.12,85,3,1957,no,yes,yes,SchwWest,good,no,yes
689.2,6.69,103,4,1918,no,yes,yes,SchwWest,good,no,yes
613.56,9.9,62,3,1957,no,yes,no,SchwWest,good,no,yes
628.29,8.38,75,3,1948,no,yes,yes,SchwWest,good,no,yes
482.96,8.78,55,2,1957,no,yes,no,Maxvor,good,no,yes
843.65,11.25,75,3,1918,no,yes,yes,Lud-Isar,normal,no,yes
488.08,8.42,58,2,1966,no,yes,yes,Maxvor,good,no,yes
267.48,7.43,36,1,1957.5,no,yes,yes,Neuh-Nymp,normal,no,yes
366.55,4.7,78,3,1924,no,yes,no,Laim,normal,no,yes
818.08,10.1,81,3,1918,yes,yes,yes,Lud-Isar,good,no,yes
383.47,8.72,44,1,1918,no,yes,yes,Neuh-Nymp,normal,no,yes
460,6.48,71,3,1918,no,yes,no,Neuh-Nymp,good,no,yes
244.5,12.23,20,1,1918,no,no,no,Neuh-Nymp,normal,no,yes
393.7,8.95,44,1,1939,no,yes,yes,Neuh-Nymp,good,no,yes
818.07,8.18,100,4,1924,yes,yes,yes,Moos,normal,no,yes
649.36,8.12,80,3,1918,no,no,yes,Neuh-Nymp,normal,no,yes
971.47,12.14,80,3,1988,no,yes,yes,Neuh-Nymp,good,no,yes
463.4,11.59,40,2,1918,no,yes,no,Au-Haid,good,no,yes
541.8,8.09,67,3,1918,no,yes,yes,Au-Haid,good,no,yes
698.14,6.84,102,3,1918,no,yes,yes,Au-Haid,good,no,yes
574.62,9.58,60,2,1972,no,yes,yes,Obgies,normal,no,yes
716,8.84,81,3,1960,no,yes,yes,SchwWest,good,no,yes
299.62,7.49,40,2,1948,no,yes,yes,Mil-AmH,normal,no,yes
501.07,9.64,52,2,1948,no,yes,yes,Schwab-Frei,normal,no,yes
676.68,7.2,94,4,1918,no,yes,yes,Au-Haid,good,no,yes
642.88,11.69,55,1,1960,no,yes,yes,Bogenh,good,no,yes
579.28,9.19,63,2,1991,no,yes,yes,Bogenh,normal,no,yes
498.5,7.67,65,3,1918,no,yes,yes,Obgies,normal,no,yes
420.5,7.01,60,2,1918,no,no,yes,Obgies,normal,no,yes
329.01,6.45,51,2,1966,no,yes,yes,All-Umenz,normal,no,yes
169.74,3.2,53,2,1960,no,no,yes,Moos,normal,no,yes
324.72,5.8,56,2,1948,no,yes,yes,All-Umenz,normal,no,yes
489.78,8.16,60,2,1948,no,yes,yes,Pas-Obmenz,good,no,yes
676.46,7.87,86,4,1968,no,no,yes,Send,normal,no,yes
568.98,10.94,52,2,1987,no,yes,yes,Ugies-Har,normal,no,yes
408.02,6.8,60,2,1966,no,yes,yes,Obgies,normal,no,yes
336.29,7.01,48,1,1970,no,yes,yes,Obgies,normal,no,yes
806.79,8.77,92,4,1960,no,yes,yes,Obgies,normal,no,yes
623.02,7.51,83,3,1973,no,yes,yes,Ram-Per,normal,yes,yes
668.34,7.68,87,4,1966,no,yes,yes,Ram-Per,good,no,yes
230.15,7.19,32,1,1975,no,yes,yes,BamLaim,normal,no,yes
441.41,6.79,65,2,1960,no,yes,no,Ugies-Har,normal,no,yes
489.58,6.9,71,3,1957.5,no,yes,yes,Ugies-Har,normal,no,yes
602.16,7.53,80,3,1918,no,yes,no,Au-Haid,good,no,yes
285.7,16.81,17,1,1969,no,yes,yes,Ugies-Har,normal,no,yes
511.31,9.3,55,2,1968,no,no,yes,Maxvor,good,no,yes
306.78,7.67,40,2,1918,no,yes,yes,Alt-Le,good,no,yes
485.24,8.22,59,3,1960,no,no,yes,Schwab-Frei,good,no,yes
591.67,7.79,76,3,1957.5,no,yes,yes,Schwab-Frei,good,no,yes
714.87,7.37,97,4,1918,no,yes,yes,Maxvor,good,no,yes
850.48,7.73,110,4,1960,yes,yes,yes,Pas-Obmenz,good,no,yes
1035.68,9.42,110,4,1957,no,yes,yes,Pas-Obmenz,good,no,yes
386.65,7.89,49,2,1993,no,yes,yes,Maxvor,good,no,yes
951.81,10.02,95,3,1918,no,yes,no,Lud-Isar,normal,no,yes
579.81,10.74,54,2,1957,no,yes,yes,Lud-Isar,good,no,yes
680.03,8.72,78,3,1985,no,yes,yes,BamLaim,normal,no,yes
450.96,11.27,40,2,1991,no,yes,yes,Trud-Rie,good,no,yes
968.16,9.31,104,4,1998.5,yes,yes,yes,BamLaim,normal,no,yes
369.05,7.53,49,2,1957,no,yes,yes,Maxvor,good,no,yes
653.16,7.26,90,3,1918,yes,no,yes,Maxvor,good,yes,yes
479.95,9.23,52,2,1957,no,yes,yes,Laim,normal,no,yes
533.75,8.09,66,2,1966,no,yes,yes,Laim,good,no,yes
200.84,3.09,65,3,1948,no,no,no,Laim,normal,no,no
349.06,6.12,57,3,1948,no,no,yes,Laim,normal,no,yes
899.73,9,100,4,1966,yes,yes,yes,Laim,good,no,yes
843.64,9.93,85,3,1973,yes,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
597.47,6.87,87,3,1924,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
1308.94,10.91,120,4,1957.5,yes,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
676.77,3.76,180,6,1924,no,yes,yes,Au-Haid,good,no,no
528.03,9.78,54,2,1966,no,yes,yes,Bogenh,normal,no,yes
856.24,9.96,86,3,1983,no,yes,yes,SchwWest,good,no,yes
971.47,10.56,92,3,1966,no,yes,yes,SchwWest,normal,no,yes
369.84,11.21,33,1,1957,no,yes,yes,SchwWest,good,no,yes
408.84,7.86,52,1,1957,no,yes,yes,SchwWest,good,no,yes
334.41,4.78,70,3,1924,no,yes,yes,SchwWest,good,no,yes
711.56,8.18,87,3,1972,no,yes,yes,Laim,good,no,yes
563.79,7.05,80,4,1918,no,yes,no,Send,normal,no,no
585.44,10.64,55,2,1918,no,yes,yes,Neuh-Nymp,good,no,yes
770.34,8.66,89,3,1993,no,yes,yes,Ugies-Har,top,no,yes
622.11,11.31,55,2,1993,no,yes,yes,BamLaim,normal,yes,yes
246.18,6,41,2,1957,no,no,yes,BamLaim,normal,no,yes
1173.94,6.35,185,6,1918,yes,yes,yes,Au-Haid,good,no,yes
537.38,6.72,80,3,1957,no,yes,yes,Au-Haid,normal,no,yes
293.22,5.14,57,2,1966,no,yes,yes,BamLaim,normal,no,yes
562.43,9.53,59,3,1966,no,yes,no,BamLaim,normal,no,yes
383.48,9.59,40,1,1969,no,yes,yes,Bogenh,good,no,yes
688.31,7.65,90,4,1986,no,yes,yes,Bogenh,good,no,yes
477.73,9.01,53,2,1998,no,yes,yes,Bogenh,normal,no,yes
1037.94,10.59,98,4,1991,no,yes,yes,Bogenh,normal,yes,yes
639.12,11.62,55,2,1993,no,yes,yes,Ram-Per,good,yes,yes
1091.6,13.65,80,3,1957.5,no,yes,yes,Maxvor,good,yes,yes
618.67,8.14,76,3,1957,no,no,yes,Maxvor,good,no,yes
741.39,9.38,79,3,1948,no,yes,yes,Maxvor,good,no,yes
312.92,12.04,26,1,1967,no,yes,yes,Schwab-Frei,good,no,yes
408.32,8.88,46,2,1957,no,no,yes,Schwab-Frei,normal,no,yes
826.26,8.88,93,3,1918,no,yes,yes,Au-Haid,good,no,yes
350.63,7.3,48,2,1960,no,no,yes,Au-Haid,normal,no,yes
383.47,10.36,37,1,1957,no,yes,yes,Obgies,normal,no,yes
493.43,12.34,40,1,1972,no,yes,yes,Au-Haid,normal,no,yes
666.51,10.58,63,2,1981,no,yes,yes,Au-Haid,good,no,yes
664.69,8.86,75,3,1971,no,yes,yes,Ram-Per,normal,no,yes
551.7,7.16,77,3,1971,no,no,yes,Ram-Per,normal,no,yes
585.09,8.13,72,3,1970,no,yes,yes,Ram-Per,normal,no,yes
450.96,6.44,70,3,1966,yes,yes,yes,Ram-Per,good,no,yes
593.77,7.61,78,3,1976,yes,yes,yes,Ram-Per,good,no,yes
598.22,8.93,67,2,1948,no,yes,yes,Schwab-Frei,normal,no,yes
420.15,7.24,58,2,1960,no,no,yes,Lud-Isar,good,no,yes
618.84,9.1,68,2,1948,no,yes,no,Obgies,normal,no,yes
507.02,6.95,73,3,1957,no,yes,yes,Obgies,normal,no,yes
531.75,8.86,60,2,1986,no,yes,yes,Obgies,normal,yes,yes
734.54,8.64,85,4,1918,no,yes,yes,Au-Haid,normal,no,yes
1017.49,12.72,80,3,1998,no,yes,yes,Lud-Isar,good,no,yes
567.55,12.34,46,2,1993,no,yes,yes,Lud-Isar,normal,no,yes
500.06,8.2,61,2,1957.5,no,yes,no,Lud-Isar,normal,no,yes
331.17,8.72,38,2,1918,no,yes,yes,Lud-Isar,normal,no,yes
593.11,10.59,56,2,1957,no,yes,yes,Lud-Isar,normal,no,yes
134.37,2.24,60,2,1957.5,no,yes,no,Lud-Isar,normal,no,yes
195.72,4.89,40,2,1918,no,yes,no,Schwanth,normal,no,yes
659.64,6.6,100,4,1918,no,yes,yes,Schwanth,normal,no,yes
773.08,11.04,70,3,1918,no,yes,yes,Bogenh,good,no,yes
313.78,4.3,73,3,1918,no,yes,yes,Au-Haid,good,no,yes
279.21,5.47,51,2,1960,no,no,yes,Au-Haid,good,no,yes
660.79,10.01,66,2,1991,no,yes,yes,Trud-Rie,good,yes,yes
474.4,3.95,120,4,1918,no,yes,yes,Send,normal,no,yes
574.14,8.83,65,3,1968,no,yes,yes,Send-West,normal,no,yes
180.4,3.22,56,2,1957,no,no,no,Send-West,normal,no,yes
736.42,6.29,117,3,1918,no,no,no,Send,normal,no,yes
360.56,4.74,76,3,1924,no,yes,yes,Send,normal,no,yes
736.9,10.53,70,2,1918,no,yes,yes,Schwab-Frei,good,no,yes
536.87,10.74,50,3,1960,no,yes,yes,Feld-Has,normal,no,yes
682.79,10.04,68,3,1967,no,yes,yes,SchwWest,normal,no,yes
531.76,6.04,88,3,1918,no,no,no,SchwWest,good,no,yes
372.6,4.19,89,3,1993,no,no,yes,SchwWest,good,no,yes
575,6.85,84,3,1957,no,yes,yes,Lud-Isar,good,no,yes
282.93,9.13,31,1,1957,no,yes,yes,Alt-Le,good,no,yes
705.59,8.02,88,4,1972,yes,yes,yes,Feld-Has,normal,no,yes
513.26,7.44,69,2,1966,no,yes,yes,Feld-Has,normal,no,yes
1004,11.16,90,4,2000,yes,yes,yes,Moos,normal,no,yes
434.6,7.76,56,2,1966,no,yes,yes,Moos,normal,no,yes
448.55,6.06,74,3,1960,no,yes,yes,Obgies,normal,no,yes
564.65,8.96,63,2,1957,no,yes,yes,Obgies,normal,no,yes
423.99,7.85,54,2,1971,no,yes,yes,Obgies,normal,no,yes
684.73,7.96,86,4,1977,no,no,yes,Ram-Per,normal,no,yes
1043.73,9.85,106,3,1918,no,yes,yes,Lud-Isar,normal,no,yes
276.33,3.18,87,4,1948,no,yes,yes,Neuh-Nymp,normal,no,yes
310.91,9.42,33,2,1966,no,no,yes,Neuh-Nymp,good,no,yes
460.17,8.68,53,2,1918,no,yes,yes,Neuh-Nymp,good,yes,yes
363.77,5.05,72,3,1948,no,no,yes,Neuh-Nymp,normal,no,yes
509,6.53,78,3,1968,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
643.26,10.21,63,3,1948,no,yes,no,Had,good,no,no
385.61,4.94,78,3,1966,no,yes,yes,Send-West,good,no,yes
700.68,9.47,74,4,1974,no,yes,yes,Ram-Per,normal,no,yes
380.62,9.52,40,1,1988,no,yes,yes,Trud-Rie,good,no,yes
399.49,7.68,52,2,1969,no,yes,yes,Trud-Rie,good,no,yes
999.22,7.69,130,4,2000,yes,yes,yes,Trud-Rie,good,no,yes
687.26,9.68,71,3,1966,no,yes,yes,Obgies,normal,no,yes
394.21,7.44,53,2,1957.5,no,yes,yes,Lud-Isar,normal,no,yes
435.21,6.7,65,2,1957,yes,no,yes,Lud-Isar,normal,no,yes
370.72,5.53,67,2,1918,no,yes,yes,Schwanth,normal,no,yes
368.13,11.88,31,1,1985,no,yes,yes,Mil-AmH,normal,no,yes
1073.73,9.34,115,4,2000,yes,yes,yes,Schwab-Frei,normal,no,yes
620.34,5.8,107,4,1971,no,yes,yes,Schwab-Frei,normal,no,yes
413.09,7.38,56,2,1998.5,no,yes,yes,Schwab-Frei,normal,yes,yes
724.37,9.17,79,3,1966,no,yes,yes,Laim,good,no,yes
384.03,6.86,56,2,1969,no,yes,yes,Laim,good,no,yes
1057.04,10.68,99,3,1989,no,yes,yes,Pas-Obmenz,normal,yes,yes
494.07,8.37,59,2,1983,no,yes,yes,Had,normal,no,yes
465.74,6.47,72,2,1924,no,no,yes,Moos,normal,no,yes
265.22,2.95,90,4,1918,no,yes,no,Neuh-Nymp,normal,no,no
343.3,5.05,68,3,1957,no,no,no,Maxvor,good,no,no
398.54,6.53,61,3,1966,no,no,yes,Neuh-Nymp,normal,no,yes
787.2,9.84,80,2,1924,no,no,no,Neuh-Nymp,good,no,yes
706.83,11.78,60,2,1993,no,no,yes,Neuh-Nymp,good,no,yes
220.81,4.42,50,2,1957.5,no,no,no,Neuh-Nymp,normal,no,no
562.43,8.65,65,3,1966,no,yes,yes,Send-West,normal,no,yes
392.8,5.46,72,4,1970,yes,yes,yes,Send-West,normal,no,yes
299.57,8.81,34,2,1957,no,yes,yes,Send,normal,no,yes
550.53,8.1,68,3,1918,no,yes,yes,Send,normal,no,yes
383.69,10.37,37,1,1966,yes,no,yes,Send,normal,no,yes
224.61,8.64,26,1,1960,no,yes,no,Maxvor,good,no,yes
613.05,8.28,74,3,1969,no,yes,yes,Ram-Per,normal,no,yes
583.2,8.21,71,3,1973,yes,yes,yes,Ram-Per,good,no,yes
573.43,5.73,100,5,1967,yes,yes,yes,Au-Lo-La,normal,no,yes
807.86,9.5,85,3,1983,yes,yes,yes,Au-Lo-La,normal,no,yes
398.69,12.46,32,1,1972,no,no,yes,Mil-AmH,normal,no,yes
367.65,5.74,64,2,1971,no,yes,yes,Schwab-Frei,normal,no,yes
372.63,9.81,38,2,1971,no,yes,yes,Mil-AmH,normal,no,yes
618.67,8.25,75,2,1996,no,yes,yes,Feld-Has,normal,no,yes
484.02,7.45,65,2,1970,no,no,yes,All-Umenz,normal,yes,yes
568.35,8.24,69,2,1966,no,yes,yes,Moos,normal,no,yes
381.87,5.87,65,2,1981,no,yes,yes,Neuh-Nymp,good,no,yes
480.74,8.15,59,2,1975,no,yes,yes,Moos,normal,no,yes
1298.7,10.82,120,5,1990,no,yes,yes,Moos,normal,no,yes
392.95,13.1,30,1,1970,no,yes,yes,Au-Haid,normal,no,yes
1232,11,112,4,1918,yes,yes,yes,Au-Haid,good,yes,yes
462.8,11.57,40,1,1970,no,yes,yes,Au-Haid,normal,no,yes
460.17,8.52,54,2,1986,no,yes,yes,Send-West,normal,no,yes
418.24,6.86,61,2,1974,no,yes,yes,Send-West,normal,no,yes
423.51,5.5,77,3,1966,no,no,yes,Send-West,normal,no,yes
817.22,7.17,114,4,1974,yes,yes,yes,Send-West,normal,no,yes
210.76,2.29,92,3,1948,no,yes,yes,Bogenh,good,no,yes
1578.39,12.14,130,4,1998.5,no,yes,yes,Au-Haid,good,no,yes
950.01,10.92,87,3,1974,no,yes,yes,Au-Haid,good,no,yes
422.07,10.55,40,1,1997,no,yes,yes,Moos,normal,no,yes
418.73,8.21,51,2,2000,no,yes,yes,Moos,normal,yes,yes
927.08,9.27,100,4,1970,no,yes,yes,Feld-Has,normal,no,yes
404.79,6.98,58,3,1969,no,yes,yes,Moos,normal,no,yes
625.1,7.53,83,3,1972,no,yes,yes,Moos,normal,no,yes
827.69,8.9,93,3,1939,no,yes,yes,Lud-Isar,good,no,yes
614.58,7.23,85,2,1918,no,yes,yes,Lud-Isar,good,no,yes
452.16,6.65,68,2,1957,yes,yes,yes,Lud-Isar,good,no,yes
450.73,6.73,67,3,1957,no,yes,yes,Lud-Isar,good,no,yes
135.21,3,45,2,1924,no,no,yes,Ram-Per,normal,no,yes
394.61,6.07,65,3,1960,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
444.41,12.01,37,2,1973,no,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
598.82,6.88,87,3,1972,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
269.25,5.18,52,2,1924,no,yes,yes,Ram-Per,normal,no,yes
399.5,4.81,83,4,1960,no,no,yes,BamLaim,normal,no,yes
766.95,10.23,75,2,1924,no,no,yes,Maxvor,good,no,yes
875.24,10.81,81,4,1966,no,no,yes,Alt-Le,good,no,yes
425.64,5.75,74,3,1924,no,no,yes,SchwWest,normal,no,yes
419.46,12.71,33,1,1957,no,no,yes,SchwWest,good,no,yes
547.15,7.71,71,3,1966,no,yes,yes,Neuh-Nymp,normal,no,yes
601.59,10.03,60,2,1979,no,yes,yes,Neuh-Nymp,good,no,yes
815.53,10.59,77,3,1985,no,yes,yes,Lud-Isar,good,no,yes
196.85,7.57,26,1,1960,no,yes,yes,Lud-Isar,good,no,yes
635,6.9,92,3,1918,no,yes,yes,Lud-Isar,good,no,yes
1266.05,12.06,105,4,1918,yes,yes,yes,Maxvor,normal,no,yes
337.5,8.04,42,1,1957,no,no,yes,Maxvor,normal,no,yes
399.61,5.06,79,3,1957,no,no,no,Schwanth,normal,no,yes
359.02,5.52,65,2,1918,no,yes,yes,Schwanth,normal,no,yes
390.57,11.84,33,2,1957.5,no,no,yes,Schwanth,normal,no,yes
279.53,5.48,51,2,1957,no,no,no,Schwanth,normal,no,yes
908.72,7.57,120,6,1957,yes,yes,yes,Trud-Rie,good,no,yes
713.27,8.2,87,3,1966,no,yes,yes,Trud-Rie,good,no,yes
966.36,10.86,89,5,1988,no,yes,yes,Trud-Rie,good,no,yes
590.54,9.68,61,2,1987,no,yes,yes,BamLaim,good,yes,yes
652.49,8.82,74,3,1983,no,yes,yes,Trud-Rie,good,no,yes
637.82,7.87,81,3,1967,no,yes,yes,Trud-Rie,good,no,yes
494.53,5.68,87,3,1948,no,yes,yes,SchwWest,normal,no,yes
741.38,12.36,60,3,1960,no,yes,yes,Lud-Isar,normal,yes,yes
623.65,7.34,85,3,1918,no,yes,yes,Lud-Isar,normal,no,yes
690.26,8.74,79,3,1957.5,no,no,yes,Lud-Isar,normal,no,yes
1661.55,11.08,150,5,1966,no,no,yes,Bogenh,normal,no,yes
583.32,9.26,63,2,1983,no,yes,yes,Bogenh,good,no,yes
570.1,9.83,58,2,1957.5,no,yes,yes,Bogenh,normal,no,yes
874.32,11.21,78,2,1918,no,yes,yes,Au-Haid,good,yes,yes
1452.93,11.62,125,4,1918,no,yes,yes,Au-Haid,good,yes,yes
270.71,4.67,58,2,1948,no,yes,yes,Ram-Per,normal,no,yes
305.45,4.93,62,3,1918,no,yes,yes,Ram-Per,normal,no,yes
337.35,10.54,32,1,1966,no,yes,yes,Maxvor,good,no,yes
290.42,10.37,28,1,1972,no,yes,yes,Maxvor,good,no,yes
541.39,5.26,103,4,1918,no,yes,yes,Maxvor,good,no,yes
723.59,6.29,115,4,1918,no,yes,yes,Maxvor,good,no,yes
797.51,10.36,77,3,1957.5,no,yes,yes,Maxvor,good,no,yes
715.82,9.06,79,3,1966,yes,yes,yes,Maxvor,good,no,yes
1022.68,9.74,105,3,1918,no,yes,yes,Maxvor,good,no,yes
559.54,9.48,59,2,1989,no,yes,yes,Schwab-Frei,normal,no,yes
479.41,6.85,70,3,1957.5,no,yes,yes,Maxvor,good,no,yes
